name_da,new_id,name
"TMI#J2061.1 ""Air-castle: the jar of honey to be sold.""",J2061.1,"TMI # J2061.1 ""Air-castle: the jar of honey to be sold."""
"TMI#J2061.1.1 ""Air-castle: basket of glassware to be sold.""",J2061.1.1,"TMI # J2061.1.1 ""Air-castle: basket of glassware to be sold."""
"TMI#J2061.1.2 ""Air-castle: basket of eggs to be sold.""",J2061.1.2,"TMI # J2061.1.2 ""Air-castle: basket of eggs to be sold."""
"TMI#J2060.1 ""Quarrel and fight over details of air-castles.""",J2060.1,"TMI # J2060.1 ""Quarrel and fight over details of air castles."""
"TMI#J2061.2 ""Air-castle: pail of milk to be sold.""",J2061.2,"TMI # J2061.2 ""Air-castle: pail of milk to be sold."""
"ATU#1060 ""Squeezing the (Supposed) Stone""",1060,"ATU # 1060 ""Squeezing the (Supposed) Stone"""
"TMI#E501 ""The Wild Hunt.""",E501,"TMI # E501 ""The Wild Hunt."""
"ATU#801 ""Master Pfriem""",801,"ATU # 801 ""Master Pfriem"""
"TMI#F171.6.3 ""Trying to get a beam through a door crosswise in otherworld.""",F171.6.3,"TMI # F171.6.3 ""Trying to get a beam through a door crosswise in otherworld."""
"TMI#F13 ""Man admitted into heaven but must not find fault.""",F13,"TMI # F13 ""Man admitted into heaven but must not find fault."""
"TMI#Q312.1 ""Punishment for finding fault with God's works in heaven.""",Q312.1,"TMI # Q312.1 ""Punishment for finding fault with God's works in heaven."""
"TMI#F171.6.4 ""People in otherworld with horses both before and behind wagon.""",F171.6.4,"TMI # F171.6.4 ""People in otherworld with horses both before and behind wagon."""
"TMI#B2 ""Animal totems.""",B2,"TMI # B2 ""Animal totems."""
"TMI#K185.12 ""Deceptive land purchase: saint's enemy promised as much land as he can see from certain point.""",K185.12,"TMI # K185.12 ""Deceptive land purchase: saint's enemy promised as much land as he can see from certain point."""
"TMI#K185 ""Deceptive land purchase.""",K185,"TMI # K185 ""Deceptive land purchase."""
"TMI#Q53.2 ""Magic shirt and information about sought robbers as reward for rescue of poor fisherman.""",Q53.2,"TMI # Q53.2 ""Magic shirt and information about sought robbers as reward for rescue of poor fisherman."""
"TMI#Q53 ""Reward for rescue.""",Q53,"TMI # Q53 ""Reward for rescue."""
"TMI#D421.4 ""Transformation: tiger to object.""",D421.4,"TMI # D421.4 ""Transformation: tiger to object."""
"TMI#D421 ""Transformation: mammal (wild) to object.""",D421,"TMI # D421 ""Transformation: mammal (wild) to object."""
"TMI#T579.3 ""Seven-year-old girl has child.""",T579.3,"TMI # T579.3 ""Seven-year-old girl has child."""
"TMI#T579 ""Pregnancy--miscellaneous motifs.""",T579,"TMI # T579 ""Pregnancy - miscellaneous motifs."""
ATU#676,676,ATU # 676
"TMI#D1552.2 ""Mountain opens to magic formula (Open Sesame).""",D1552.2,"TMI # D1552.2 ""Mountain opens to magic formula (Open Sesame)."""
"TMI#F721.4 ""Underground treasure chambers.""",F721.4,"TMI # F721.4 ""Underground treasure chambers."""
"TMI#N478 ""Secret wealth betrayed by money left in borrowed money-scales.""",N478,"TMI # N478 ""Secret wealth betrayed by money left in borrowed money scales."""
"TMI#N512 ""Treasure in underground chamber (cavern).""",N512,"TMI # N512 ""Treasure in underground chamber (cavern)."""
"TMI#J445 ""Foolish association of young and old.""",J445,"TMI # J445 ""Foolish association of young and old."""
"TMI#D1315 ""Magic object locates lost person.""",D1315,"TMI # D1315 ""Magic object locates lost person."""
"TMI#J1791 ""Reflection in water thought to be the original of the thing reflected.""",J1791,"TMI # J1791 ""Reflection in water thought to be the original of the thing reflected."""
"ATU#518 ""Men Fight over Magic Objects (previously Devils [Giants] Fight over Magic Objects)""",518,"ATU # 518 ""Men Fight over Magic Objects (previously Devils [Giants] Fight over Magic Objects)"""
"TMI#D2151 ""Magic control of waters.""",D2151,"TMI # D2151 ""Magic control of waters."""
"TMI#H1359 ""Quest for marvelous objects or animals--miscellaneous.""",H1359,"TMI # H1359 ""Quest for marvelous objects or animals - miscellaneous."""
"TMI#M212 ""Devil agrees to help man with robberies.""",M212,"TMI # M212 ""Devil agrees to help man with robberies."""
"TMI#A780 ""The planets (comets, etc.).""",A780,"TMI # A780 ""The planets (comets, etc.)."""
"TMI#H151.8 ""Husband attracted by wife's power of healing: recognition follows.""",H151.8,"TMI # H151.8 ""Husband attracted by wife's power of healing: recognition follows."""
"TMI#K2112 ""Woman slandered as adulteress (prostitute).""",K2112,"TMI # K2112 ""Woman slandered as adulteress (prostitute)."""
"TMI#K311.3 ""Thief disguises voice and is allowed access to goods (children).""",K311.3,"TMI # K311.3 ""Thief disguises voice and is allowed access to goods (children)."""
"TMI#K1832 ""Disguise by changing voice.""",K1832,"TMI # K1832 ""Disguise by changing voice."""
"TMI#Q426 ""Wolf cut open and filled with stones as punishment.""",Q426,"TMI # Q426 ""Wolf cut open and filled with stones as punishment."""
"TMI#F913 ""Victims rescued from swallower's belly.""",F913,"TMI # F913 ""Victims rescued from swallower's belly."""
"TMI#J144 ""Well-trained kid does not open to wolf.""",J144,"TMI # J144 ""Well-trained kid does not open to wolf."""
"TMI#K1839.1 ""Wolf puts flour on his paw to disguise himself.""",K1839.1,"TMI # K1839.1 ""Wolf puts flour on his paw to disguise himself."""
"TMI#T81.2.1 ""Scorned lover kills self.""",T81.2.1,"TMI # T81.2.1 ""Scorned lover kills himself."""
"TMI#T81.2 ""Death from unrequited love.""",T81.2,"TMI # T81.2 ""Death from unrequited love."""
"TMI#T81 ""Death from love.""",T81,"TMI # T81 ""Death from love."""
"TMI#Q42 ""Generosity rewarded.""",Q42,"TMI # Q42 ""Generosity rewarded."""
"TMI#V311.0 """"",V311.0,"TMI # V311.0 """""
"TMI#J2164.2 ""Rowing in a boat which is tied up.""",J2164.2,"TMI # J2164.2 ""Rowing in a boat which is tied up."""
"ATU#1276 ""Rowing without Going Forward""",1276,"ATU # 1276 ""Rowing without Going Forward"""
"TMI#J2164.1 ""Rowers pull in opposite directions.""",J2164.1,"TMI # J2164.1 ""Rowers pull in opposite directions."""
"TMI#F451.3.6.5 ""Dwarfs timorous.""",F451.3.6.5,"TMI # F451.3.6.5 ""Dwarfs timorous."""
"TMI#F451.3.6 ""Dwarfs are sensitive.""",F451.3.6,"TMI # F451.3.6 ""Dwarfs are sensitive."""
"TMI#F451.3 ""Characteristics of dwarfs.""",F451.3,"TMI # F451.3 ""Characteristics of dwarfs."""
"ATU#830A ""The Boastful Deerslayer""",830A,"ATU # 830A ""The Boastful Deerslayer"""
"TMI#A2412.1.1 ""White markings on deer.""",A2412.1.1,"TMI # A2412.1.1 ""White markings on deer."""
"TMI#E161 ""Killed game revives and flies away.""",E161,"TMI # E161 ""Killed game revives and flies away."""
"TMI#Q223.2 ""Neglect to thank gods punished.""",Q223.2,"TMI # Q223.2 ""Neglect to thank god punished."""
"TMI#Q221.6 ""Lack of trust in God punished.""",Q221.6,"TMI # Q221.6 ""Lack of trust in God punished."""
"ATU#825 ""The Devil in Noah's Ark""",825,"ATU # 825 ""The Devil in Noah's Ark"""
"TMI#A2031.2 ""Flies on the ark.""",A2031.2,"TMI # A2031.2 ""Flies on the ark."""
"TMI#K2213.4.2 ""Noah's secret betrayed by his wife.""",K2213.4.2,"TMI # K2213.4.2 ""Noah's secret betrayed by his wife."""
"TMI#K485 ""The devil gets into the ark.""",K485,"TMI # K485 ""The devil gets into the ark."""
"TMI#A2001 ""Insects from body of slain monster.""",A2001,"TMI # A2001 ""Insects from body of slain monster."""
"TMI#A2214.3 ""Unicorn thrown from ark and drowned: hence no longer exists.""",A2214.3,"TMI # A2214.3 ""Unicorn thrown from tools and drowned: hence no longer exists."""
"TMI#F837 ""Extraordinary battle-axe.""",F837,"TMI # F837 ""Extraordinary battle-ax."""
"TMI#F531.5.9 ""The giant on the ark.""",F531.5.9,"TMI # F531.5.9 ""The giant on the ark."""
"TMI#A2232.4 ""Griffin disdains to go on ark; drowned: hence extinct.""",A2232.4,"TMI # A2232.4 ""Griffin disdains to go on tools; drowned: hence extinct."""
"TMI#A1021 ""Deluge: escape in boat (ark).""",A1021,"TMI # A1021 ""Deluge: escape in boat (tool)."""
"TMI#A1015 ""Flood caused by gods or other superior beings.""",A1015,"TMI # A1015 ""Flood caused by gods or other superior beings."""
"TMI#G303.14.1.1 ""Devil destroys Adam's work by night.""",G303.14.1.1,"TMI # G303.14.1.1 ""Devil destroys Adam's work by night."""
"TMI#A1853.1 ""Creation of mouse by devil in ark.""",A1853.1,"TMI # A1853.1 ""Creation of mouse by devil in tool."""
"TMI#A2145.2 ""Snake preserved in ark: to stop hole with tail.""",A2145.2,"TMI # A2145.2 ""Snake preserved in tool: to stop hole with tail."""
"TMI#C12.5.1 ""Noah's curse admits devil to ark.""",C12.5.1,"TMI # C12.5.1 ""Noah's curse admits devil to ark."""
"TMI#H1116.1 ""Task: cutting firewood from rocks with brass axe""",H1116.1,"TMI # H1116.1 ""Task: cutting firewood from rocks with brass ax"""
"TMI#H1199.13 ""Task: squaring the lumber on a stone without blunting the axe.""",H1199.13,"TMI # H1199.13 ""Task: squaring the lumber on a stone without blunting the ax."""
"TMI#K2213.4 ""Betrayal of husband's secret by his wife.""",K2213.4,"TMI # K2213.4 ""Betrayal of husband's secret by his wife."""
"TMI#F161 ""Weather in otherworld.""",F161,"TMI # F161 ""Weather in otherworld."""
"TMI#T315.2 ""The continent husband.""",T315.2,"TMI # T315.2 ""The continent husband."""
"TMI#T315 ""Continence in marriage.""",T315,"TMI # T315 ""Continence in marriage."""
"TMI#P236 ""Undutiful children.""",P236,"TMI # P236 ""Undutiful children."""
"TMI#D1393 ""Magic object helps fugitive.""",D1393,"TMI # D1393 ""Magic object helps fugitive."""
"TMI#B441.1 ""Helpful monkey.""",B441.1,"TMI # B441.1 ""Helpful monkey."""
"TMI#B441 ""Helpful wild beasts--primata.""",B441,"TMI # B441 ""Helpful wild beasts - primate."""
"ATU#275B ""The Race of the Fox and the Crayfish""",275B,"ATU # 275B ""The Race of the Fox and the Crayfish"""
"TMI#K11.2 ""Race won by deception: riding on the back.""",K11.2,"TMI # K11.2 ""Race won by deception: riding on the back."""
"TMI#V211.7 ""Christ's descent to hell.""",V211.7,"TMI # V211.7 ""Christ's descent to hell."""
"TMI#V211 ""Christ.""",V211,"TMI # V211 ""Christ."""
"TMI#H916 ""Tasks imposed at suggestion of spouse (sweetheart).""",H916,"TMI # H916 ""Tasks posted at suggestion of spouse (sweetheart)."""
"TMI#D315 ""Transformation: rodent to man.""",D315,"TMI # D315 ""Transformation: rodent two man."""
"TMI#K1087.0 """"",K1087.0,"TMI # K1087.0 """""
"TMI#K1087 ""Falsified message brings about a war.""",K1087,"TMI # K1087 ""Falsified message brings about a war."""
"TMI#X1342.1 ""Lie: the big frog.""",X1342.1,"TMI # X1342.1 ""Lie: the big frog."""
"TMI#X1342 ""Lies about frogs.""",X1342,"TMI # X1342 ""Read about frogs."""
"TMI#Z20 ""Cumulative tales.""",Z20,"TMI # Z20 ""Cumulative tales."""
"TMI#G501 ""Stupid ogre.""",G501,"TMI # G501 ""Stupid ogre."""
"ATU#311 ""Rescue by the Sister""",311,"ATU # 311 ""Rescue by the Sister"""
"ATU#312 ""Maiden-killer (Bluebeard) (previously The Giant-killer and his Dog)""",312,"ATU # 312 ""Maiden killer (Bluebeard) (formerly The Giant killer and his Dog)"""
"TMI#R11.1 ""Princess (maiden) abducted by monster (ogre).""",R11.1,"TMI # R11.1 ""Princess (maiden) abducted by monster (ogre)."""
"TMI#Q211 ""Murder punished.""",Q211,"TMI # Q211 ""Murder punished."""
"TMI#G561 ""Ogre tricked into carrying his prisoners home in bag on his own back.""",G561,"TMI # G561 ""Ogre tricked into carrying his prisoners home in bag on his own back."""
"TMI#C913 ""Bloody key as sign of disobedience.""",C913,"TMI # C913 ""Bloody key as sign of disobedience."""
"TMI#C920 ""Death for breaking tabu.""",C920,"TMI # C920 ""Death for breaking taboo."""
"TMI#C227 ""Tabu: eating human flesh.""",C227,"TMI # C227 ""Tabu: eating human flesh."""
"TMI#R157.1 ""Youngest sister rescues elder.""",R157.1,"TMI # R157.1 ""Youngest sister rescues older."""
"TMI#D642.5 ""Transformation to escape notice.""",D642.5,"TMI # D642.5 ""Transformation to escape notice."""
"TMI#D642 ""Transformation to escape difficult situation.""",D642,"TMI # D642 ""Transformation to escape difficult situation."""
"TMI#H161 ""Recognition of transformed person among identical companions.""",H161,"TMI # H161 ""Recognition of transformed person among identical companions."""
"TMI#H62.1 ""Recognition of person transformed to animal.""",H62.1,"TMI # H62.1 ""Recognition of person transformed to animal."""
"TMI#D615.2 ""Transformation contest between master and pupil.""",D615.2,"TMI # D615.2 ""Transformation contest between master and pupil."""
"TMI#C837 ""Tabu: loosing bridle in selling man transformed to horse.""",C837,"TMI # C837 ""Tabu: loosing bridle in selling man transformed into horse."""
"TMI#D722 ""Disenchantment by taking off bridle.""",D722,"TMI # D722 ""Disenchantment by taking off bridle."""
"TMI#L142.2 ""Pupil surpasses magician.""",L142.2,"TMI # L142.2 ""Pupil surpasses magician."""
"TMI#D1711.0.1 ""Magician's apprentice.""",D1711.0.1,"TMI # D1711.0.1 ""Magician's apprentice."""
"TMI#D612 ""Protean sale: man sells youth in successive transformations.""",D612,"TMI # D612 ""Protean sale: man sells youth in successive transformations."""
"TMI#K252 ""Selling oneself and escaping.""",K252,"TMI # K252 ""Selling oneself and escaping."""
"TMI#M341.2.7 ""Prophecy: death by fire.""",M341.2.7,"TMI # M341.2.7 ""Prophecy: death by fire."""
"TMI#M341 ""Death prophesied.""",M341,"TMI # M341 ""Death prophesied."""
"TMI#F771.3.5 ""Underground house.""",F771.3.5,"TMI # F771.3.5 ""Underground house."""
"TMI#F771.3 ""Extraordinary location of castle.""",F771.3,"TMI # F771.3 ""Extraordinary location of castle."""
"TMI#F771 ""Extraordinary castle (house, palace).""",F771,"TMI # F771 ""Extraordinary castle (house, palace)."""
"ATU#1501 ""Aristotle and Phyllis""",1501,"ATU # 1501 ""Aristotle and Phyllis"""
"TMI#K1215 ""Aristotle and Phyllis: philosopher as riding horse for woman.""",K1215,"TMI # K1215 ""Aristotle and Phyllis: philosopher as riding horse for woman."""
ATU#Other_Stories_about_Women_1500–1524 Other Stories about Women 1500–1524,Other_Stories_about_Women_1500_AI1524,ATU # Other_Stories_about_Women_1500–1524 Other Stories about Women 1500–1524
"TMI#B635 ""Human foster-child with animal qualities.""",B635,"TMI # B635 ""Human foster child with animal qualities."""
"TMI#A2769 ""Leaves of plant--miscellaneous.""",A2769,"TMI # A2769 ""Leaves of plant - miscellaneous."""
"ATU#1960A ""The Great Ox""",1960A,"ATU # 1960A ""The Great Ox"""
"TMI#X1224.1 ""Lie: the big chipmunk.""",X1224.1,"TMI # X1224.1 ""Lie: the big chipmunk."""
"TMI#X1321.1 ""Lie: the great snake.""",X1321.1,"TMI # X1321.1 ""Lie: the great snake."""
"TMI#X1233.1.1 ""Lie: large boar has bristles as long as pitchfork tines.""",X1233.1.1,"TMI # X1233.1.1 ""Lie: large boar has bristles as long as pitchfork tines."""
"TMI#B875.1 ""Giant serpent.""",B875.1,"TMI # B875.1 ""Giant serpent."""
"TMI#X1201 ""Lie: the great animal.""",X1201,"TMI # X1201 ""Lie: the great animal."""
"TMI#X1235.1 ""Large cow.""",X1235.1,"TMI # X1235.1 ""Large cow."""
"TMI#X1241.1 ""The great horse.""",X1241.1,"TMI # X1241.1 ""The great horse."""
"TMI#X1244.3 ""The great he-goat.""",X1244.3,"TMI # X1244.3 ""The great he-goat."""
"TMI#B871.1.1.1 ""Giant ox.""",B871.1.1.1,"TMI # B871.1.1.1 ""Giant ox."""
"TMI#A1653 ""Origin of royalty.""",A1653,"TMI # A1653 ""Origin of royalty."""
"TMI#D2145.2.2 ""Fruit magically grows in winter.""",D2145.2.2,"TMI # D2145.2.2 ""Fruit magically grows in winter."""
"TMI#D2145.2 ""Summer produced by magic.""",D2145.2,"TMI # D2145.2 ""Summer produced by magic."""
"TMI#D2145 ""Magic control of seasons.""",D2145,"TMI # D2145 ""Magic control of seasons."""
"TMI#D1653 ""Infallible article.""",D1653,"TMI # D1653 ""Infallible article."""
"TMI#M237 ""Bargain to save face.""",M237,"TMI # M237 ""Bargain to save face."""
"TMI#R13 ""Abduction by animal.""",R13,"TMI # R13 ""Abduction by animal."""
"ATU#926C ""Cases Solved in a Manner Worthy of Solomon""",926C,"ATU # 926C ""Cases Solved in a Less Worthy of Solomon"""
"TMI#J1141.1 ""Guilty person deceived into gesture (act) which admits guilt.""",J1141.1,"TMI # J1141.1 ""Guilty person deceived into gesture (act) which admits guilt."""
"TMI#J1141 ""Confession obtained by a ruse.""",J1141,"TMI # J1141 ""Confession obtained by a ruse."""
"TMI#J1154.2 ""Witnesses to make image of diamond they claim to have seen.""",J1154.2,"TMI # J1154.2 ""Witnesses to make image of diamond they claim to have seen."""
"TMI#J1179.6 ""Thread awarded to disputant who knows what it was wound on.""",J1179.6,"TMI # J1179.6 ""Thread awarded to disputant who knows what it was wound on."""
"TMI#J1172.1 ""Not the same purse as was lost.""",J1172.1,"TMI # J1172.1 ""Not the same purse as was lost."""
"TMI#J1141.1.4 ""“Guilty man's stick will grow during night.”""",J1141.1.4,"TMI # J1141.1.4 """" Guilty man's stick will grow during night. """""
"TMI#B722 ""Magic stone in animal's head.""",B722,"TMI # B722 ""Magic stone in animal's head."""
"TMI#T311.0 """"",T311.0,"TMI # T311.0 """""
"TMI#T311 ""Woman averse to marriage.""",T311,"TMI # T311 ""Woman averse to marriage."""
"TMI#Q473.0 """"",Q473.0,"TMI # Q473.0 """""
"TMI#J1811.4 ""Rooster's crow interpreted.""",J1811.4,"TMI # J1811.4 ""Rooster's crow interpreted."""
"TMI#J1811 ""Animal cries misunderstood.""",J1811,"TMI # J1811 ""Animal cries misunderstood."""
"ATU#1140 ""Sleeping with Open Eyes""",1140,"ATU # 1140 ""Sleeping with Open Eyes"""
"TMI#K331.1 ""Sleeping with open eyes.""",K331.1,"TMI # K331.1 ""Sleeping with open eyes."""
"TMI#V465 ""Clerical vices.""",V465,"TMI # V465 ""Clerical vices."""
"TMI#A2335.2 ""Nature of animal's nose.""",A2335.2,"TMI # A2335.2 ""Nature of animal's nose."""
"TMI#A2335 ""Origin and nature of animal's nasal organ (nose, snout, proboscis, etc.).""",A2335,"TMI # A2335 ""Origin and nature of animal's nasal organ (nose, snout, proboscis, etc.)."""
"TMI#E556.1 ""Ghost drinks liquor.""",E556.1,"TMI # E556.1 ""Ghost drinks liquor."""
"TMI#E556 ""Ghost drinks.""",E556,"TMI # E556 ""Ghost drinks."""
"TMI#Q482.2 ""Queen placed in kitchen and abused by butcher.""",Q482.2,"TMI # Q482.2 ""Queen placed in kitchen and abused by butcher."""
"TMI#Q482 ""Punishment: noble person must do menial service.""",Q482,"TMI # Q482 ""Punishment: Noble person must do menial service."""
"TMI#D537.2 ""Transformation by donning cloak.""",D537.2,"TMI # D537.2 ""Transformation by donning cloak."""
"TMI#D537 ""Transformation by changing clothes.""",D537,"TMI # D537 ""Transformation by changing clothes."""
"TMI#H313 ""Suitor test: obedience and humility before bride.""",H313,"TMI # H313 ""Suitor test: obedience and humility before bride."""
"ATU#125 ""The Wolf Flees from the Wolf-head""",125,"ATU # 125 ""The Wolf Flees from the Wolf Head"""
"TMI#K1715.3 ""The wolf flees from the wolf-head.""",K1715.3,"TMI # K1715.3 ""The wolf flees from the wolf-head."""
"TMI#X252 ""Jokes about barbers.""",X252,"TMI # X252 ""Jokes about barbers."""
"ATU#291 ""Deceptive Tug-of-war""",291,"ATU # 291 ""Deceptive Tug-of-War"""
"TMI#K22 ""Deceptive tug-of-war.""",K22,"TMI # K22 ""Deceptive tug-of-war."""
"TMI#H331.1.3 ""Suitor contest: riding up mast (spear).""",H331.1.3,"TMI # H331.1.3 ""Suitor contest: riding up mast (spear)."""
"TMI#R111.2.2 ""Rescue of princess from mountain.""",R111.2.2,"TMI # R111.2.2 ""Rescue of princess from mountain."""
"TMI#H331.1.4 ""Suitor contest: riding across pit.""",H331.1.4,"TMI # H331.1.4 ""Suitor contest: riding across the pit."""
"TMI#F989.1 ""Horse jumps over high wall.""",F989.1,"TMI # F989.1 ""Horse jumps over high wall."""
"TMI#F1071 ""Prodigious jump.""",F1071,"TMI # F1071 ""Prodigious jump."""
"TMI#H331.1.1 ""Suitor contest: riding up glass mountain.""",H331.1.1,"TMI # H331.1.1 ""Suitor contest: riding up glass mountain."""
"TMI#H331.1.2 ""Suitor contest: riding to fourth story of tower.""",H331.1.2,"TMI # H331.1.2 ""Suitor contest: riding to fourth story of tower."""
"TMI#B181 ""Magic quadrupeds--felidae.""",B181,"TMI # B181 ""Magic quadrupeds - felidae."""
"TMI#F751 ""Glass mountain.""",F751,"TMI # F751 ""Glass mountain."""
"TMI#H1462 ""Vigil for dead father.""",H1462,"TMI # H1462 ""Vigil for dead father."""
"TMI#H331.1 ""Suitor contest: difficult riding.""",H331.1,"TMI # H331.1 ""Suitor contest: difficult riding."""
"TMI#H1594.0 """"",H1594.0,"TMI # H1594.0 """""
"TMI#H1594 ""Foot-racing contest.""",H1594,"TMI # H1594 ""Foot-racing contest."""
ATU#428,428,ATU # 428
"ATU#219F* ""The Dog and the Sow Argue (previously Dog and Hog Dispute)""",219F*,"ATU # 219F * ""The Dog and the Sow Argue (previously Dog and Hog Dispute)"""
"TMI#J243.1 ""Dog and hog dispute over their children: worth lies not in speed.""",J243.1,"TMI # J243.1 ""Dog and hog dispute over their children: worth not lies in speed."""
"TMI#F1037 ""Object thrown from heaven.""",F1037,"TMI # F1037 ""Object thrown from heaven."""
"TMI#D2163.6 ""Obstructions magically produced before enemy.""",D2163.6,"TMI # D2163.6 ""Obstructions magically produced before enemy."""
"TMI#D2163 ""Magic defense in battle.""",D2163,"TMI # D2163 ""Magic defense in battle."""
"TMI#G275.7 ""Witch bound and beaten.""",G275.7,"TMI # G275.7 ""Witch bound and beaten."""
"TMI#G275 ""Witch defeated.""",G275,"TMI # G275 ""Witch defeated."""
"TMI#J1171 ""Judgment by testing love.""",J1171,"TMI # J1171 ""Judgment by testing love."""
"TMI#J1473 ""The greedy dreamer.""",J1473,"TMI # J1473 ""The greedy dreamer."""
"TMI#C761.3 ""Tabu: staying too long at ball.""",C761.3,"TMI # C761.3 ""Tabu: staying too long at ball."""
"TMI#N711.4 ""Prince sees maiden at church and is enamored.""",N711.4,"TMI # N711.4 ""Prince sees maiden at church and is enamored."""
"TMI#K1911.3.3.1 ""False bride's mutilated feet.""",K1911.3.3.1,"TMI # K1911.3.3.1 ""False bride's mutilated feet."""
"TMI#D1050.1 ""Clothes produced by magic.""",D1050.1,"TMI # D1050.1 ""Clothes produced by magic."""
"TMI#N815 ""Fairy as helper.""",N815,"TMI # N815 ""Fairy as a helper."""
"TMI#D842.1 ""Magic object found on mother's grave.""",D842.1,"TMI # D842.1 ""Magic object found on mother's grave."""
"TMI#D1050 ""Magic clothes.""",D1050,"TMI # D1050 ""Magic clothes."""
"TMI#R221 ""Heroine's three-fold flight from ball.""",R221,"TMI # R221 ""Heroine's three-fold flight from ball."""
"TMI#D815.1 ""Magic object received from mother.""",D815.1,"TMI # D815.1 ""Magic object received from mother."""
"TMI#H36.1 ""Slipper test.""",H36.1,"TMI # H36.1 ""Slipper test."""
"TMI#F823.2 ""Glass shoes.""",F823.2,"TMI # F823.2 ""Glass shoes."""
"TMI#T251.0 """"",T251.0,"TMI # T251.0 """""
"TMI#D447.3.1 ""Transformation: blood drops to toads.""",D447.3.1,"TMI # D447.3.1 ""Transformation: blood drops to toads."""
"TMI#D447.3 ""Transformation: blood to animal.""",D447.3,"TMI # D447.3 ""Transformation: blood to animal."""
"TMI#D447 ""Transformation: parts of animal or human body to animal.""",D447,"TMI # D447 ""Transformation: parts of animal or human body to animal."""
"TMI#A2247 ""Animal characteristics: exchange of qualities.""",A2247,"TMI # A2247 ""Animal characteristics: exchange of qualities."""
"TMI#F855.3 ""Gold (silver) statue of animal.""",F855.3,"TMI # F855.3 ""Gold (silver) statue of animal."""
"TMI#B768 ""Fancied nourishment of animals.""",B768,"TMI # B768 ""Fancied nourishment of animals."""
"TMI#R323 ""Refuge in upper world.""",R323,"TMI # R323 ""Refuge in the upper world."""
"TMI#A2751.4 ""Color of bark of plant.""",A2751.4,"TMI # A2751.4 ""Color of bark or plant."""
"ATU#327C ""The Devil (Witch) Carries the Hero Home in a Sack""",327C,"ATU # 327C ""The Devil (Witch) Carries the Hero Home in a Sack"""
"TMI#G526 ""Ogre deceived by feigned ignorance of hero.""",G526,"TMI # G526 ""Ogre deceived by feigned ignorance of hero."""
"TMI#G61 ""Relative's flesh eaten unwittingly.""",G61,"TMI # G61 ""Relative's flesh eats unwittingly."""
"TMI#F383 ""Fairy rendered powerless.""",F383,"TMI # F383 ""Fairy rendered powerless."""
"TMI#J461.1 ""The belly and the members.""",J461.1,"TMI # J461.1 ""The belly and the members."""
"TMI#J461 ""Senseless debate of the mutually useful.""",J461,"TMI # J461 ""Senseless debate of the mutually useful."""
"TMI#A163.1 ""Game between gods.""",A163.1,"TMI # A163.1 ""Game between gods."""
"TMI#A163 ""Contests among the gods.""",A163,"TMI # A163 ""Contests among the gods."""
"ATU#470 ""Friends in Life and Death""",470,"ATU # 470 ""Friends in Life and Death"""
"TMI#K256 ""Deceptive wages.""",K256,"TMI # K256 ""Deceptive wages."""
"ATU#857 ""The Louse-Skin""",857,"ATU # 857 ""The Louse-Skin"""
"TMI#B873.1 ""Giant louse.""",B873.1,"TMI # B873.1 ""Giant louse."""
"TMI#F983.2 ""Louse fattened.""",F983.2,"TMI # F983.2 ""Louse fattened."""
"TMI#H573.3 ""Riddle solved by listening to propounder talk in his sleep.""",H573.3,"TMI # H573.3 ""Riddle solved by listening to propounder talk in his sleep."""
"TMI#H522.1.1 ""Test: guessing nature of certain skin--louse-skin.""",H522.1.1,"TMI # H522.1.1 ""Test: guessing nature of certain skin - louse-skin."""
"TMI#L50 ""Victorious youngest daughter.""",L50,"TMI # L50 ""Victorious youngest daughter."""
"ATU#431 ""The House in the Forest""",431,"ATU # 431 ""The House in the Forest"""
"ATU#440 ""The Frog King or Iron Henry""",440,"ATU # 440 ""The Frog King or Iron Henry"""
"ATU#1381F* ""Riding on the Sow""",1381F*,"ATU # 1381F * ""Riding on the Sow"""
"TMI#T254.2 ""Husband forbids wife to ride on the dog: she immediately does so and is bitten.""",T254.2,"TMI # T254.2 ""Husband forbids wife to ride the dog: she immediately does so and is bitten."""
"TMI#Q211.8 ""Punishment for desire to murder.""",Q211.8,"TMI # Q211.8 ""Punishment for desire to murder."""
"TMI#H151.3 ""Recognition when parents come to son (priest, pope) to be confessed.""",H151.3,"TMI # H151.3 ""Recognition when parents come to son (priest, pope) to be confessed."""
"ATU#933 ""Gregory on the Stone""",933,"ATU # 933 ""Gregory on the Stone"""
"TMI#T415 ""Brother-sister incest.""",T415,"TMI # T415 ""Brother-sister incest."""
"TMI#R131.14 ""Sailors rescue abandoned child.""",R131.14,"TMI # R131.14 ""Sailors rescue abandoned child."""
"TMI#Q541.3 ""Penance: Gregory on the stone.""",Q541.3,"TMI # Q541.3 ""Penance: Gregory on the stone."""
"TMI#Q544 ""Penance: being locked in cellar (well) with key thrown into water.""",Q544,"TMI # Q544 ""Penance: being locked in cellar (well) with key thrown into water."""
"TMI#S312.1 ""Child of incest exposed.""",S312.1,"TMI # S312.1 ""Child of incest exposed."""
"TMI#P253 ""Sister and brother.""",P253,"TMI # P253 ""Sister and brother."""
"ATU#1288A ""Numskull Cannot Find the Donkey he Is Sitting On""",1288A,"ATU # 1288A ""Numskull Cannot Find the Donkey He Is Sitting On"""
